net,type,channel,lane,x_um,y_um
VDD_BOND,power,7,-1,2995.5,142.5
VSS_BOND,power,7,-1,2995.5,151.5
bond_ch7_lane48,signal,7,48,3000.0,120.0
bond_ch7_lane49,signal,7,49,3000.0,129.0
bond_ch7_lane50,signal,7,50,3000.0,138.0
bond_ch7_lane51,signal,7,51,3000.0,147.0
bond_ch7_lane52,signal,7,52,3009.0,120.0
bond_ch7_lane53,signal,7,53,3009.0,129.0
bond_ch7_lane54,signal,7,54,3009.0,138.0
bond_ch7_lane55,signal,7,55,3009.0,147.0
bond_ch7_lane56,signal,7,56,3018.0,120.0
bond_ch7_lane57,signal,7,57,3018.0,129.0
bond_ch7_lane58,signal,7,58,3018.0,138.0
bond_ch7_lane59,signal,7,59,3018.0,147.0
bond_ch7_lane60,signal,7,60,3027.0,120.0
bond_ch7_lane61,signal,7,61,3027.0,129.0
bond_ch7_lane62,signal,7,62,3027.0,138.0
bond_ch7_lane63,signal,7,63,3027.0,147.0
VDD_BOND,power,7,-1,3031.5,124.5
VSS_BOND,power,7,-1,3031.5,133.5
VDD_BOND,power,7,-1,3031.5,142.5
VSS_BOND,power,7,-1,3031.5,151.5
bond_ch7_lane64,signal,7,64,3036.0,120.0
bond_ch7_lane65,signal,7,65,3036.0,129.0
bond_ch7_lane66,signal,7,66,3036.0,138.0
bond_ch7_lane67,signal,7,67,3036.0,147.0
bond_ch7_lane68,signal,7,68,3045.0,120.0
bond_ch7_lane69,signal,7,69,3045.0,129.0
bond_ch7_lane70,signal,7,70,3045.0,138.0
bond_ch7_lane71,signal,7,71,3045.0,147.0
bond_ch7_lane72,signal,7,72,3054.0,120.0
bond_ch7_lane73,signal,7,73,3054.0,129.0
bond_ch7_lane74,signal,7,74,3054.0,138.0
bond_ch7_lane75,signal,7,75,3054.0,147.0
bond_ch7_lane76,signal,7,76,3063.0,120.0
bond_ch7_lane77,signal,7,77,3063.0,129.0
bond_ch7_lane78,signal,7,78,3063.0,138.0
bond_ch7_lane79,signal,7,79,3063.0,147.0
VDD_BOND,power,7,-1,3067.5,124.5
VSS_BOND,power,7,-1,3067.5,133.5
VDD_BOND,power,7,-1,3067.5,142.5
VSS_BOND,power,7,-1,3067.5,151.5
bond_ch7_lane80,signal,7,80,3072.0,120.0
bond_ch7_lane81,signal,7,81,3072.0,129.0
bond_ch7_lane82,signal,7,82,3072.0,138.0
bond_ch7_lane83,signal,7,83,3072.0,147.0
bond_ch7_lane84,signal,7,84,3081.0,120.0
bond_ch7_lane85,signal,7,85,3081.0,129.0
bond_ch7_lane86,signal,7,86,3081.0,138.0
bond_ch7_lane87,signal,7,87,3081.0,147.0
bond_ch7_lane88,signal,7,88,3090.0,120.0
bond_ch7_lane89,signal,7,89,3090.0,129.0
bond_ch7_lane90,signal,7,90,3090.0,138.0
bond_ch7_lane91,signal,7,91,3090.0,147.0
bond_ch7_lane92,signal,7,92,3099.0,120.0
bond_ch7_lane93,signal,7,93,3099.0,129.0
bond_ch7_lane94,signal,7,94,3099.0,138.0
bond_ch7_lane95,signal,7,95,3099.0,147.0
VDD_BOND,power,7,-1,3103.5,124.5
VSS_BOND,power,7,-1,3103.5,133.5
VDD_BOND,power,7,-1,3103.5,142.5
VSS_BOND,power,7,-1,3103.5,151.5
bond_ch7_lane96,signal,7,96,3108.0,120.0
bond_ch7_lane97,signal,7,97,3108.0,129.0
bond_ch7_lane98,signal,7,98,3108.0,138.0
bond_ch7_lane99,signal,7,99,3108.0,147.0
bond_ch7_lane100,signal,7,100,3117.0,120.0
bond_ch7_lane101,signal,7,101,3117.0,129.0
bond_ch7_lane102,signal,7,102,3117.0,138.0
bond_ch7_lane103,signal,7,103,3117.0,147.0
bond_ch7_lane104,signal,7,104,3126.0,120.0
bond_ch7_lane105,signal,7,105,3126.0,129.0
bond_ch7_lane106,signal,7,106,3126.0,138.0
bond_ch7_lane107,signal,7,107,3126.0,147.0
bond_ch7_lane108,signal,7,108,3135.0,120.0
bond_ch7_lane109,signal,7,109,3135.0,129.0
bond_ch7_lane110,signal,7,110,3135.0,138.0
bond_ch7_lane111,signal,7,111,3135.0,147.0
VDD_BOND,power,7,-1,3139.5,124.5
VSS_BOND,power,7,-1,3139.5,133.5
VDD_BOND,power,7,-1,3139.5,142.5
VSS_BOND,power,7,-1,3139.5,151.5
bond_ch7_lane112,signal,7,112,3144.0,120.0
bond_ch7_lane113,signal,7,113,3144.0,129.0
bond_ch7_lane114,signal,7,114,3144.0,138.0
bond_ch7_lane115,signal,7,115,3144.0,147.0
bond_ch7_lane116,signal,7,116,3153.0,120.0
bond_ch7_lane117,signal,7,117,3153.0,129.0
bond_ch7_lane118,signal,7,118,3153.0,138.0
bond_ch7_lane119,signal,7,119,3153.0,147.0
bond_ch7_lane120,signal,7,120,3162.0,120.0
bond_ch7_lane121,signal,7,121,3162.0,129.0
bond_ch7_lane122,signal,7,122,3162.0,138.0
bond_ch7_lane123,signal,7,123,3162.0,147.0
bond_ch7_lane124,signal,7,124,3171.0,120.0
bond_ch7_lane125,signal,7,125,3171.0,129.0
bond_ch7_lane126,signal,7,126,3171.0,138.0
bond_ch7_lane127,signal,7,127,3171.0,147.0
VDD_BOND,power,7,-1,3175.5,124.5
VSS_BOND,power,7,-1,3175.5,133.5
VDD_BOND,power,7,-1,3175.5,142.5
VSS_BOND,power,7,-1,3175.5,151.5
bond_ch7_lane128,signal,7,128,3180.0,120.0
bond_ch7_lane129,signal,7,129,3180.0,129.0
bond_ch7_lane130,signal,7,130,3180.0,138.0
bond_ch7_lane131,signal,7,131,3180.0,147.0
bond_ch7_lane132,signal,7,132,3189.0,120.0
bond_ch7_lane133,signal,7,133,3189.0,129.0
bond_ch7_lane134,signal,7,134,3189.0,138.0
bond_ch7_lane135,signal,7,135,3189.0,147.0
bond_ch7_lane136,signal,7,136,3198.0,120.0
bond_ch7_lane137,signal,7,137,3198.0,129.0
bond_ch7_lane138,signal,7,138,3198.0,138.0
bond_ch7_lane139,signal,7,139,3198.0,147.0
bond_ch7_lane140,signal,7,140,3207.0,120.0
bond_ch7_lane141,signal,7,141,3207.0,129.0
bond_ch7_lane142,signal,7,142,3207.0,138.0
bond_ch7_lane143,signal,7,143,3207.0,147.0
VDD_BOND,power,7,-1,3211.5,124.5
VSS_BOND,power,7,-1,3211.5,133.5
VDD_BOND,power,7,-1,3211.5,142.5
VSS_BOND,power,7,-1,3211.5,151.5
bond_ch7_lane144,signal,7,144,3216.0,120.0
bond_ch7_lane145,signal,7,145,3216.0,129.0
bond_ch7_lane146,signal,7,146,3216.0,138.0
bond_ch7_lane147,signal,7,147,3216.0,147.0
bond_ch7_lane148,signal,7,148,3225.0,120.0
bond_ch7_lane149,signal,7,149,3225.0,129.0
bond_ch7_lane150,signal,7,150,3225.0,138.0
bond_ch7_lane151,signal,7,151,3225.0,147.0
bond_ch7_lane152,signal,7,152,3234.0,120.0
bond_ch7_lane153,signal,7,153,3234.0,129.0
bond_ch7_lane154,signal,7,154,3234.0,138.0
bond_ch7_lane155,signal,7,155,3234.0,147.0
bond_ch7_lane156,signal,7,156,3243.0,120.0
bond_ch7_lane157,signal,7,157,3243.0,129.0
bond_ch7_lane158,signal,7,158,3243.0,138.0
bond_ch7_lane159,signal,7,159,3243.0,147.0
VDD_BOND,power,7,-1,3247.5,124.5
VSS_BOND,power,7,-1,3247.5,133.5
VDD_BOND,power,7,-1,3247.5,142.5
VSS_BOND,power,7,-1,3247.5,151.5
bond_ch7_lane160,signal,7,160,3252.0,120.0
bond_ch7_lane161,signal,7,161,3252.0,129.0
bond_ch7_lane162,signal,7,162,3252.0,138.0
bond_ch7_lane163,signal,7,163,3252.0,147.0
bond_ch7_lane164_spare,signal,7,164,3261.0,120.0
bond_ch7_lane165_spare,signal,7,165,3261.0,129.0
bond_ch7_lane166_spare,signal,7,166,3261.0,138.0
bond_ch7_lane167_spare,signal,7,167,3261.0,147.0
bond_ch7_lane168_spare,signal,7,168,3270.0,120.0
bond_ch7_lane169_spare,signal,7,169,3270.0,129.0
bond_ch7_lane170_spare,signal,7,170,3270.0,138.0
bond_ch7_lane171_spare,signal,7,171,3270.0,147.0
VDD_BOND,power,7,-1,3274.5,124.5
VSS_BOND,power,7,-1,3274.5,133.5
VDD_BOND,power,7,-1,3274.5,142.5
VSS_BOND,power,7,-1,3274.5,151.5
clk_fwd_p,control,-1,-1,120.0,102.0
clk_fwd_n,control,-1,-1,129.0,102.0
rst_n,control,-1,-1,138.0,102.0
train_en,control,-1,-1,147.0,102.0
train_ack,control,-1,-1,156.0,102.0
dft_tck,control,-1,-1,165.0,102.0
dft_tms,control,-1,-1,174.0,102.0
dft_tdi,control,-1,-1,183.0,102.0
dft_tdo,control,-1,-1,192.0,102.0
dft_trst_n,control,-1,-1,201.0,102.0
efuse_prog,control,-1,-1,210.0,102.0
efuse_sense,control,-1,-1,219.0,102.0
pwr_ok,control,-1,-1,228.0,102.0
pwr_req,control,-1,-1,237.0,102.0
thermal_alert,control,-1,-1,246.0,102.0
spare_ctl_0,control,-1,-1,255.0,102.0
spare_ctl_1,control,-1,-1,264.0,102.0
spare_ctl_2,control,-1,-1,273.0,102.0
spare_ctl_3,control,-1,-1,282.0,102.0
spare_ctl_4,control,-1,-1,291.0,102.0
spare_ctl_5,control,-1,-1,300.0,102.0
spare_ctl_6,control,-1,-1,309.0,102.0
spare_ctl_7,control,-1,-1,318.0,102.0
spare_ctl_8,control,-1,-1,327.0,102.0
